Longitude,Latitude,Pixel,Scan
338.84469,-14.5412811,200,6200
338.724501,-14.5407142,249,6200
339.334795,-14.4057432,0,6250
339.21222,-14.4055026,50,6250
339.089703,-14.4051778,100,6250
338.967215,-14.4047688,150,6250
338.844724,-14.4042757,200,6250
338.72465,-14.4037105,249,6250
339.334355,-14.2687312,0,6300
339.211896,-14.2684896,50,6300
339.089497,-14.2681646,100,6300
338.967126,-14.2677561,150,6300
338.844752,-14.2672641,200,6300
338.724792,-14.2667007,249,6300
339.333918,-14.1317197,0,6350
339.211576,-14.131477,50,6350
339.089292,-14.1311516,100,6350
338.967037,-14.1307433,150,6350
338.844779,-14.1302522,200,6350
338.724933,-14.1296904,249,6350
339.333481,-13.9947025,0,6400
339.211254,-13.9944587,50,6400
339.089086,-13.9941327,100,6400
338.966946,-13.9937247,150,6400
338.844802,-13.9932345,200,6400
338.72507,-13.9926742,249,6400
339.333044,-13.8576759,0,6450
339.210931,-13.857431,50,6450
339.088877,-13.8571047,100,6450
338.966851,-13.8566969,150,6450
338.844822,-13.8562077,200,6450
338.725201,-13.855649,249,6450
339.332614,-13.7206501,0,6500
339.210614,-13.7204042,50,6500
339.088673,-13.7200774,100,6500
338.96676,-13.71967,150,6500
338.844844,-13.7191817,200,6500
338.725334,-13.7186247,249,6500
339.332183,-13.5836247,0,6550
339.210296,-13.5833776,50,6550
339.088467,-13.5830504,100,6550
338.966666,-13.5826431,150,6550
338.844863,-13.5821557,200,6550
338.725463,-13.5816001,249,6550
339.331754,-13.4465843,0,6600
339.209978,-13.446336,50,6600
339.088261,-13.4460082,100,6600
338.966571,-13.4456011,150,6600
338.844879,-13.4451145,200,6600
338.725588,-13.4445603,249,6600
339.331329,-13.3095416,0,6650
339.209663,-13.3092922,50,6650
339.088056,-13.3089641,100,6650
338.966477,-13.3085573,150,6650
338.844896,-13.3080716,200,6650
338.725713,-13.3075191,249,6650
339.330903,-13.1725003,0,6700
339.209347,-13.1722498,50,6700
339.087849,-13.1719213,100,6700
338.96638,-13.1715147,150,6700
338.844907,-13.17103,200,6700
338.725832,-13.1704791,249,6700
339.330472,-13.0354568,0,6750
339.209025,-13.0352053,50,6750
339.087636,-13.0348765,100,6750
338.966275,-13.0344702,150,6750
338.844911,-13.0339865,200,6750
338.725943,-13.0334372,249,6750
339.330045,-12.8984079,0,6800
339.208706,-12.8981555,50,6800
339.087425,-12.8978263,100,6800
338.966171,-12.8974205,150,6800
338.844915,-12.8969378,200,6800
338.726052,-12.8963902,249,6800
339.329623,-12.7613474,0,6850
339.20839,-12.761094,50,6850
339.087216,-12.7607646,100,6850
338.966069,-12.7603591,150,6850
