Longitude,Latitude,Pixel,Scan
342.057583,-14.85412,200,6050
341.939706,-14.8537808,249,6050
342.538824,-14.7177202,0,6100
342.418402,-14.7176083,50,6100
342.298089,-14.7174379,100,6100
342.177854,-14.7172091,150,6100
342.057667,-14.716922,200,6100
341.939903,-14.716584,249,6100
342.538458,-14.5805182,0,6150
342.41815,-14.580405,50,6150
342.29795,-14.5802339,100,6150
342.177829,-14.5800051,150,6150
342.057756,-14.5797185,200,6150
341.940103,-14.5793818,249,6150
342.538095,-14.4433224,0,6200
342.4179,-14.4432077,50,6200
342.297813,-14.4430358,100,6200
342.177804,-14.4428068,150,6200
342.057843,-14.4425208,200,6200
341.940301,-14.4421851,249,6200
342.537729,-14.3061177,0,6250
342.417645,-14.3060016,50,6250
342.29767,-14.305829,100,6250
342.177773,-14.3056,150,6250
342.057924,-14.3053146,200,6250
341.940491,-14.3049801,249,6250
342.53736,-14.1689046,0,6300
342.417387,-14.1687873,50,6300
342.297522,-14.168614,100,6300
342.177736,-14.168385,150,6300
342.057998,-14.1681002,200,6300
341.940674,-14.167767,249,6300
342.536995,-14.0316926,0,6350
342.417132,-14.0315738,50,6350
342.297377,-14.0313999,100,6350
342.177701,-14.0311707,150,6350
342.058073,-14.0308865,200,6350
341.940856,-14.0305544,249,6350
342.536631,-13.894473,0,6400
342.416877,-13.8943529,50,6400
342.297231,-13.8941782,100,6400
342.177663,-13.8939491,150,6400
342.058144,-13.8936654,200,6400
341.941034,-13.8933345,249,6400
342.536272,-13.757255,0,6450
342.416626,-13.7571337,50,6450
342.297088,-13.7569583,100,6450
342.177628,-13.7567291,150,6450
342.058217,-13.7564461,200,6450
341.941213,-13.7561164,249,6450
342.535918,-13.620035,0,6500
342.41638,-13.619912,50,6500
342.296949,-13.6197357,100,6500
342.177596,-13.6195061,150,6500
342.058291,-13.6192233,200,6500
341.941392,-13.6188946,249,6500
342.535568,-13.4827973,0,6550
342.416135,-13.4826728,50,6550
342.29681,-13.4824956,100,6550
342.177564,-13.4822658,150,6550
342.058365,-13.4819834,200,6550
341.94157,-13.4816556,249,6550
342.535218,-13.3455543,0,6600
342.415891,-13.3454286,50,6600
342.296671,-13.3452508,100,6600
342.177529,-13.345021,150,6600
342.058436,-13.3447392,200,6600
341.941744,-13.3444127,249,6600
342.534874,-13.2083142,0,6650
